row_id,사업명,출처,지원성격,지원방식,지원단위,기업당지원한도,기업당액_산출,지원기업수,지원비율,사업기간,기간_근거,수치축_개수,비교군_percentile,극단축_개수,상식범위밖,층_품질,층_축수,층_비교군,원문발췌,라벨,라벨근거,라벨러
EXCEL2022_0177,2022년 신성장동력 기술사업화 지원사업,taxonomy,사업화,voucher,company,1200.0만원,stated_cap,,75.0,,no_duration_evidence,2,"기업(과제)당 지원한도 P26(n=650,성격x단위) / 지원비율 P38(n=377,성격)",0,False,A_직접기재,축2,사업화 · voucher · company,"12백만원 이내, 자부담 25% ⑤ 설명: 서비스는 바우처 방식으로 제공 되며, 기술사업성 분석 또는 BM기획 중 택일하여 서비스 이용",normal,"한도 P26 / 비율 P38, 극단 아님",claude-A
EXCEL2023_0576,2023년 신용보증기금 매출채권보험,taxonomy,매출채권,loan,company,1.0억원,stated_cap,,,1.0,bare,2,"사업기간 P25(n=566,전체) / 기업(과제)당 지원한도 P58(n=1726,단위)",0,False,A_직접기재,축2,기타성격 · loan · company,"[보험한도] 50백만원(온라인 상거래지수보험은 100백만원), [보험기간] 1년, [보험료] 보험금액의 1.3~1.9% ⑤ 설명: 보험금액 또는 '실제손해금액에 보상률(70~80%)을 곱한 금액' 중 적은 금액을 보험금으로 지급 / 지원규모는 온라인매출채권보험에 한하며, 보험상품 종류에 따라 보험한도 상이",data_error,1억은 지원금이 아니라 '보험한도'(부보금액). 지원한도 축과 의미가 다르다,claude-A
PBLN_000000000125127,[경남] 2026년 3분기 중소기업육성자금 일반자금 지원계획 공고,bizinfo,융자,loan,company,20.0억원,stated_cap,14.0,,,no_duration_evidence,2,"기업(과제)당 지원한도 P90(n=94,성격x방식x단위x출처) / 지원 기업/과제 수 P76(n=65,성격x방식x단위x출처)",1,False,A_직접기재,축2,융자 · loan · company,"  「경상남도 중소기업육성자금 지원 조례」제8조에 따라 2026년 경상남도 중소기업 육성자금 3분기 일반자금 융자(이차보전) 지원계획을 다음과 같이 공고합니다.  ☞ 경상남도에 소재한「중소기업기본법」제2조에 따른 중소기업으로서 지원 제외대상에 해당되지 않고, 자금별 세부 지원대상에 해당하는 기업 ※ 자금별 지원대상이 상이",normal,한도 P90 한 축만 극단. 지자체 육성자금 시설자금 융자로 설명된다,claude-A
EXCEL2022_0105,2022년 디지털전환 K-SW기술개발지원사업(후속연계 개발 R&D),taxonomy,연구개발,grant,company,3.0억원,stated_cap,4.0,80.0,1.0,hint_only,4,"지원비율 P90(n=139,성격x방식x출처) / 사업기간 P10(n=126,성격x방식x출처) / 기업(과제)당 지원한도 P19(n=121,성격x방식x단위x출처) / 지원 기업/과제 수 P25(n=115,성격x방식x단위x출처)",2,False,A_직접기재,축4,연구개발 · grant · company,"4개, 1년간 200백만원(2개) 또는 300백만원(2개) 이내, 자부담 20%",atypical_design,비율 P90 + 기간 P10 동시 극단. 1년 단기 R&D에 80% 지원,claude-A
EXCEL2022_0492,2022년 방송장비 활성화 지원(방송장비기업 바우처),taxonomy,사업화,voucher,company,1000.0만원,stated_cap,18.0,70.0,,no_duration_evidence,3,"기업(과제)당 지원한도 P24(n=650,성격x단위) / 지원비율 P25(n=377,성격) / 지원 기업/과제 수 P63(n=542,성격x단위)",0,False,A_직접기재,축3,사업화 · voucher · company,"18개, 10백만원 이내, 자부담 30%",normal,세 축 모두 극단 아님,claude-A
PBLN_000000000118917,[경남] 진주시 2026년 창업기업 신용보증수수료 지원사업 공고,bizinfo,사업화,loan,company,200.0만원,stated_cap,,,7.0,hint_only,2,"기업(과제)당 지원한도 P0(n=650,성격x단위) / 사업기간 P100(n=102,성격)",2,False,A_직접기재,축2,사업화 · loan · company,2백만원  2026년 창업기업 신용보증수수료 지원사업을 다음과 같이 공고합니다.  ☞ 공고일 기준 창업 7년 이내 중소기업으로 진주시 소재 본사 또는 주사무소와 공장등록을 필한 제조업체(한국표준산업분류기준)  ☞ 창업 중소기업의 기업자금 융자담보를 위한 신용보증수수료 지원 - 2026년 납부한 보증수수료의 50%(업체당 ,data_error,사업기간 7.0은 '창업 7년 이내' 신청자격을 기간으로 오파싱,claude-A
EXCEL2022_0101,2022년 ICT R&D 혁신 바우처,taxonomy,연구개발,grant,company,8.0억원,stated_cap,,75.0,1.0,hint_only,3,"사업기간 P10(n=126,성격x방식x출처) / 지원비율 P25(n=139,성격x방식x출처) / 기업(과제)당 지원한도 P59(n=121,성격x방식x단위x출처)",1,False,A_직접기재,축3,연구개발 · grant · company,"[융합촉진] 1년간 500백만원 이내 / [중기지원] 2년간 800백만원 이내 / [공통] 자부담25% ⑤ 설명: [지원분야] 스마트시티, 스마트공장, 스마트 팜, 핀테크, 에너지산업, 드론, 바이오헬스, 미래자동차, 5G, AI, 비대면서비스 등",normal,기간 P10 한 축만 극단. 1년 R&D 트랙으로 설명된다. 다만 금액 8억(중기지원 2년)과 기간 1년(융합촉진)이 서로 다른 트랙에서 왔다,claude-A
EXCEL2022_0461,2022년 업종별 경쟁력 강화사업,taxonomy,사업화,grant,company,1.0억원,stated_cap,25.0,80.0,,no_duration_evidence,3,"지원 기업/과제 수 P64(n=258,성격x방식x단위x출처) / 기업(과제)당 지원한도 P50(n=316,성격x방식x단위x출처) / 지원비율 P50(n=267,성격x방식x출처)",0,False,A_직접기재,축3,사업화 · grant · company,"25개 컨소시엄, 30~100백만원 이내, 자부담 20% - 지원품목은 ①~⑥ 중 하나만 선택 가능 - (① 기술·제품개발, ② 공정개선) 100백만원 이내, 자부담 20% - (③ 정보시스템 구축, ④ 경영·서비스 개선) 50백만원 이내, 자부담 20% - (⑤ 마케팅·판로개척, ⑥ 성능향상·표준인증) 30백만원 이내,",normal,세 축 모두 중앙 근처,claude-A
EXCEL2023_0485,2023년 국가별 맞춤형 수출지원사업(로봇),taxonomy,해외수주·실증,grant,company,1.6억원,stated_cap,2.0,50.0,,no_duration_evidence,3,"지원 기업/과제 수 P10(n=1321,단위) / 지원비율 P10(n=957,전체) / 기업(과제)당 지원한도 P68(n=1726,단위)",2,False,A_직접기재,축3,기타성격 · grant · company,"2개, 160백만원 내외, 해외수요처 자부담 50%",atypical_design,기업수 P10 + 비율 P10 동시 극단. 2개사·자부담 50% 해외실증. 다만 비교군이 전역 레벨로 물러나 percentile 신뢰도는 낮다,claude-A
PBLN_000000000039623,2019년 구매조건부신제품개발사업 민관공동투자 2차 Fast-Track과제 접수 공고(중소기업상용화기술개발사,bizinfo,연구개발,grant,project,10.0억원,stated_cap,3.0,,,,2,"지원 기업/과제 수 P25(n=43,성격x방식x단위) / 기업(과제)당 지원한도 P59(n=41,성격x방식x단위)",0,False,A_직접기재,축2,연구개발 · grant · project,2019년 구매조건부신제품개발사업 민관공동투자 2차 Fast-Track과제 접수 공고(중소기업상용화기술개발사업),normal,"한도 P59 / 기업수 P25, 극단 아님",claude-A
PBLN_000000000117490,[전북] 남원시 2026년 중소기업육성기금 지원계획 공고,bizinfo,융자,loan,,20.0억원,budget_div_count,4.0,,,no_duration_evidence,2,비교군 부족,0,False,B_파생,축2,융자 · loan · 단위미상,5억원  관내 소재 중소기업의 운전자금 및 시설자금에 대한 이차보전 지원으로 자금난 완화와 경영 안정을 도모하기 위하여「남원시 중소기업육성기금 설치 및 운영조례」제8조 규정에 따라 ‘2026년도 남원시 중소기업 육성기금 지원계획’을 다음과 같이 공고합니다.  ☞ 남원시에 한국표준산업분류 상 제조업 공장이 소재한 「중소기업,data_error,원문 '5억원'인데 총기금 80억/4로 기업당 20억이 산출됐다. 기업수 4도 '일반기업 4%'의 4로 보인다,claude-A
PBLN_000000000118209,2026년 중소기업 연구인력지원사업 공고,bizinfo,고용보조,grant,company,1720.0만원,stated_cap,775.0,,,no_duration_evidence,2,"지원 기업/과제 수 P100(n=38,성격x방식x단위x출처) / 기업(과제)당 지원한도 P72(n=47,성격x방식x단위x출처)",1,False,A_직접기재,축2,고용보조 · grant · company,"  「2026년 중소기업 연구인력지원사업 시행계획」을 다음과 같이 공고하오니, 동 사업에 참여하고자 하는 중소기업은 사업 안내에 따라 신청하시기 바랍니다.  ☞ 「중소기업기본법」제2조에 따른 중소기업으로, 기업부설연구소 또는 연구개발전담부서를 보유한 중소기업 등 ※ 지원사업별 지원대상이 상이하므로 자세한 지원대상 공고문 ",normal,기업수 P100 한 축만 극단. 전국 단위 연구인력 인건비 지원 규모(775개사)로 설명된다,claude-A
PBLN_000000000073086,[울산] 2022년 글로벌 강소기업 육성사업 지원 대상기업 모집 연장 공고,bizinfo,연구개발,grant,company,2000.0만원,stated_cap,6.0,,,,2,"지원 기업/과제 수 P34(n=140,성격x방식x단위) / 기업(과제)당 지원한도 P54(n=34,성격x방식x단위x출처)",0,False,A_직접기재,축2,연구개발 · grant · company,[울산] 2022년 글로벌 강소기업 육성사업 지원 대상기업 모집 연장 공고,normal,"기업수 P34 / 한도 P54, 극단 아님",claude-A
EXCEL2023_0209,2023년 농식품 FTA특혜관세활용지원,taxonomy,컨설팅,service,,,,100.0,,1.0,bare,2,"사업기간 P25(n=566,전체)",0,False,B_파생,축2,컨설팅 · 기타방식 · 단위미상,"100개, 기본 3~6일 컨설팅 제공 ⑤ 설명: 지원기업은 컨설팅 이외 수출안정망 보험(수출대금 미회수 위험대비 2만달러 이내 1년 보장) 지원",normal,비교 가능 축이 사업기간(전체 레벨) 하나뿐이고 P25로 극단 아님,claude-A
PBLN_000000000074383,[대구] 2022년 혁신전문인력 채용지원사업 참여기업 모집 공고,bizinfo,고용보조,grant,company,1500.0만원,budget_div_count,1.0,,,,2,"지원 기업/과제 수 P10(n=38,성격x방식x단위x출처) / 기업(과제)당 지원한도 P67(n=47,성격x방식x단위x출처)",1,False,B_파생,축2,고용보조 · grant · company,[대구] 2022년 혁신전문인력 채용지원사업 참여기업 모집 공고,data_error,총예산 1500만원을 기업수 1로 나눈 값. 기업당 한도 축에 사업 총예산이 들어갔다,claude-A
PBLN_000000000082690,[강원] 창업 및 경쟁력강화자금(2023년 중소기업육성자금 지원계획 공고),bizinfo,융자,grant,,212.5억원,budget_div_count,12.0,,,,2,비교군 부족,0,True,C_의심,축2,융자 · grant · 단위미상,[강원] 창업 및 경쟁력강화자금(2023년 중소기업육성자금 지원계획 공고),data_error,총예산 2550억/12 = 기업당 212.5억. SANE_RANGE 밖,claude-A
EXCEL2022_0431,2022년 해외운송비 및 수출마케팅 지원사업(로봇),taxonomy,판로,grant,company,1200.0만원,stated_cap,5.0,70.0,,no_duration_evidence,3,"지원 기업/과제 수 P10(n=54,성격x방식x단위x출처) / 지원비율 P25(n=43,성격x방식x출처) / 기업(과제)당 지원한도 P42(n=68,성격x방식x단위x출처)",1,False,A_직접기재,축3,판로 · grant · company,"5개, 12백만원 이내, 자부담 30%",normal,기업수 P10 한 축만 극단. 로봇 분야 한정 소규모 사업으로 설명된다,claude-A
PBLN_000000000048393,산업혁신인재성장지원(R&D)(2020년 산업기술혁신사업 통합 시행계획 공고),bizinfo,연구개발,grant,project,45.0억원,stated_cap,3.0,80.0,,,3,"기업(과제)당 지원한도 P90(n=41,성격x방식x단위) / 지원비율 P90(n=154,성격x방식) / 지원 기업/과제 수 P25(n=43,성격x방식x단위)",2,False,A_직접기재,축3,연구개발 · grant · project,산업혁신인재성장지원(R&D)(2020년 산업기술혁신사업 통합 시행계획 공고),atypical_design,과제당 45억 P90 + 비율 P90 동시 극단,claude-A
PBLN_000000000121888,[전남] 2026년 중소기업 육성자금 지원계획 2차 변경 공고,bizinfo,융자,grant,company,10.0억원,stated_cap,13.0,,,no_duration_evidence,2,"기업(과제)당 지원한도 P90(n=47,성격x방식x단위x출처) / 지원 기업/과제 수 P50(n=32,성격x방식x단위x출처)",1,False,A_직접기재,축2,융자 · grant · company,"  「전라남도 중소기업 육성기금 조례」제12조의 규정에 따라 2026년도 전라남도 중소기업 육성자금 지원계획을 다음과 같이 변경 공고합니다.  ☞ 전라남도 내 중소기업 ※ 자금별 신청자격 상이하므로, 자세한 지원대상 공고문 참조  ☞ 중소기업경영안정자금, 공제사업기금, 창업 및 경쟁력 강화자금, 벤처기업 육성자금, 중소유",normal,한도 P90 한 축만 극단. 지자체 육성자금 융자로 설명된다. 방식 grant는 이차보전 구조로 설명 가능,claude-A
PBLN_000000000124771,[대구] 2026년 3차 대학-기업 공동 기술ㆍ제품 기획지원 사업 모집 공고(대구형 R&D 전주기 지원체계 ,bizinfo,사업화,grant,company,2000.0만원,stated_cap,1.0,,,no_duration_evidence,2,"지원 기업/과제 수 P10(n=220,성격x방식x단위x출처) / 기업(과제)당 지원한도 P58(n=286,성격x방식x단위x출처)",1,False,A_직접기재,축2,사업화 · grant · company,"20,000천원  경북대학교 지산학연협력기술연구소에서 수행하는「대구형 R&D 전주기 지원체계 구축」사업의「대학-기업 공동 기술/제품 기획지원」사업을 아래와 같이 공고하오니 대구 지역 기업의 많은 참여 바랍니다.  ☞ 신청서 접수일 기준 대구 지역(사업자등록증 기준) 內에 소재하는 중소ㆍ중견기업 중 대구 5대 신산업 분야 ",normal,기업수 P10 한 축만 극단. 3차 모집 소규모 기획지원으로 설명된다,claude-A
PBLN_000000000104420,[울산] 2025년 1차 지식재산 긴급지원 사업 모집 공고,bizinfo,컨설팅,grant,company,2000.0만원,stated_cap,26.0,,,,2,"기업(과제)당 지원한도 P80(n=69,성격x방식x단위x출처) / 지원 기업/과제 수 P78(n=39,성격x방식x단위x출처)",0,False,A_직접기재,축2,컨설팅 · grant · company,[울산] 2025년 1차 지식재산 긴급지원 사업 모집 공고,normal,"한도 P80 / 기업수 P78, 극단 아님",claude-A
PBLN_000000000073486,[부산] 2022년 4차 산업 분야 청년 창업기업 레벨업 지원사업 참여기업 모집 공고,bizinfo,고용보조,grant,company,500.0만원,stated_cap,28.0,,,,2,"지원 기업/과제 수 P76(n=38,성격x방식x단위x출처) / 기업(과제)당 지원한도 P40(n=47,성격x방식x단위x출처)",0,False,A_직접기재,축2,고용보조 · grant · company,[부산] 2022년 4차 산업 분야 청년 창업기업 레벨업 지원사업 참여기업 모집 공고,normal,"한도 P40 / 기업수 P76, 극단 아님",claude-A
PBLN_000000000106461,[인천] 2025년 글로벌 스케일업 캠퍼스-글로벌 인증ㆍ특허 브릿지  지원 기업 모집 공고,bizinfo,사업화,grant,company,400.0만원,stated_cap,5.0,,,,2,"기업(과제)당 지원한도 P20(n=286,성격x방식x단위x출처) / 지원 기업/과제 수 P42(n=220,성격x방식x단위x출처)",0,False,A_직접기재,축2,사업화 · grant · company,[인천] 2025년 글로벌 스케일업 캠퍼스-글로벌 인증ㆍ특허 브릿지  지원 기업 모집 공고,normal,"한도 P20 / 기업수 P42, 극단 아님",claude-A
EXCEL2023_0125,2023년 연구산업육성사업(프로토파이핑 전문기업 육성),taxonomy,사업화,grant,project,7.0억원,stated_cap,3.0,80.0,1.0,hint_only,4,"기업(과제)당 지원한도 P100(n=80,성격x방식x단위) / 사업기간 P10(n=57,성격x방식x출처) / 지원 기업/과제 수 P38(n=53,성격x방식x단위) / 지원비율 P50(n=267,성격x방식x출처)",2,False,A_직접기재,축4,사업화 · grant · project,"3개, 1년간 700백만원, 자부담 20% ⑤ 설명: 선정 컨소시엄은 공공연구기관이 보유한 공공기술을 대상으로 10건 이상의 시작품 제작 필요",atypical_design,과제당 7억 P100 + 기간 P10 동시 극단. 사업화 비교군에서 자릿수가 다르다,claude-A
EXCEL2023_0872,2023년 자원순환 성과관리 이행지원사업,taxonomy,설비,grant,company,1.0억원,stated_cap,25.0,50.0,3.0,hint_only,4,"지원비율 P25(n=57,성격x방식x출처) / 기업(과제)당 지원한도 P37(n=57,성격x방식x단위x출처) / 사업기간 P58(n=566,전체) / 지원 기업/과제 수 P51(n=35,성격x방식x단위x출처)",0,False,A_직접기재,축4,설비 · grant · company,"25개사, 100백만원, 자부담 50% ⑤ 설명: [자원순환성과관리 대상자] 18개 업종 최근 3년간 연평균 지정 폐기물 100톤 이상 또는 지정외 폐기물 1,000톤 이상 배출 사업장",normal,네 축 모두 극단 아님,claude-A
PBLN_000000000084073,국내 K-뷰티 체험 홍보관 상설운영(2023년 FTA 지원사업 통합공고),bizinfo,수출통관,grant,company,8.1억원,stated_cap,8.0,50.0,,,3,"기업(과제)당 지원한도 P100(n=1726,단위) / 지원비율 P10(n=957,전체) / 지원 기업/과제 수 P42(n=1321,단위)",2,False,A_직접기재,축3,기타성격 · grant · company,국내 K-뷰티 체험 홍보관 상설운영(2023년 FTA 지원사업 통합공고),atypical_design,한도 P100 + 비율 P10 동시 극단. '수출통관' 성격에 홍보관 상설운영이 붙은 성격 오분류 소지도 있다,claude-A
EXCEL2023_0653,2022년 스마트 전통시장·상점가 R&D 지원사업,taxonomy,연구개발,grant,company,20.0억원,stated_cap,2.0,80.0,2.0,hint_only,4,"지원 기업/과제 수 P0(n=115,성격x방식x단위x출처) / 기업(과제)당 지원한도 P90(n=121,성격x방식x단위x출처) / 지원비율 P90(n=139,성격x방식x출처) / 사업기간 P50(n=126,성격x방식x출처)",3,False,A_직접기재,축4,연구개발 · grant · company,"2개, 2년간 2,000백만원 이내, 자부담 20%",atypical_design,기업수 P0 + 한도 P90 + 비율 P90 세 축 동시 극단,claude-A
EXCEL2023_0599,2023년 소공인 판로개척지원,taxonomy,판로,voucher,company,2500.0만원,stated_cap,250.0,80.0,,no_duration_evidence,3,"기업(과제)당 지원한도 P79(n=190,성격x단위) / 지원 기업/과제 수 P76(n=182,성격x단위) / 지원비율 P50(n=57,성격)",0,False,A_직접기재,축3,판로 · voucher · company,"250개, 25백만원, 자부담 20%",normal,세 축 모두 극단 아님,claude-A
PBLN_000000000071283,[충남] 2022년 권익보호분야 지방보조금 지원계획 공고,bizinfo,고용보조,grant,,1629.7만원,budget_div_count,6.0,,,,2,비교군 부족,0,False,B_파생,축2,고용보조 · grant · 단위미상,[충남] 2022년 권익보호분야 지방보조금 지원계획 공고,uncertain,비교군이 전부 비교불가. 총예산/6 값 자체는 상식범위 안,claude-A
PBLN_000000000072437,[대구] 2022년 글로벌 강소기업 모집 공고,bizinfo,판로,grant,company,3000.0만원,stated_cap,11.0,,,,2,"기업(과제)당 지원한도 P100(n=113,성격x방식x단위x출처) / 지원 기업/과제 수 P53(n=75,성격x방식x단위x출처)",1,False,A_직접기재,축2,판로 · grant · company,[대구] 2022년 글로벌 강소기업 모집 공고,normal,한도 P100 한 축만 극단. 글로벌 강소기업 패키지 지원으로 설명된다,claude-A
PBLN_000000000104946,2025년 해양수산 글로벌 딥테크 발굴 기술개발 사업 신규과제 선정계획 공고,bizinfo,연구개발,grant,,5.0억원,budget_div_count,1.0,,,,2,비교군 부족,0,False,B_파생,축2,연구개발 · grant · 단위미상,2025년 해양수산 글로벌 딥테크 발굴 기술개발 사업 신규과제 선정계획 공고,data_error,총예산 5억을 기업수 1로 나눈 값. 기업당 한도 축에 사업 총예산이 들어갔다,claude-A
PBLN_000000000124726,[충북] 2026년 특화콘텐츠 마케팅 지원사업(팝업운영) 모집 수정 공고,bizinfo,사업화,grant,,200.0만원,budget_div_count,4.0,,,no_duration_evidence,2,비교군 부족,0,False,B_파생,축2,사업화 · grant · 단위미상,"8,000천원  충북 콘텐츠 기업이 보유한 콘텐츠 IP의 홍보 및 판로 확대를 지원하고, 지역 행사와 연계한 팝업형 마케팅을 통해 기업 및 콘텐츠의 시장 경쟁력을 강화하고자 「2026 충북 특화콘텐츠 마케팅지원사업(팝업운영)」을 다음과 같이 시행하오니 많은 참여 바랍니다.  ☞ 공고 시작일 기준 충청북도에 사업자 등록이 ",uncertain,비교군이 전부 비교불가. 총예산 800만원/4 = 200만원은 원문과 일관,claude-A
EXCEL2022_0689,2022년 플랫폼종사자 일터개선 지원,taxonomy,설비,grant,company,3.0억원,stated_cap,,50.0,,no_duration_evidence,2,"기업(과제)당 지원한도 P75(n=57,성격x방식x단위x출처) / 지원비율 P25(n=57,성격x방식x출처)",0,False,A_직접기재,축2,설비 · grant · company,"300백만원 이내, 자부담 50% ⑤ 설명: 복수의 플랫폼 기업 간 컨소시엄 또는 지자체·비영리단체가 참여하는 컨소시엄 형태도 지원 가능",normal,"한도 P75 / 비율 P25, 극단 아님",claude-A
